,facility_name,activity_date,service,violation_description,resource_code,location_1,address,:@computed_region_q3a8_eiwf,point,city
359,MR PICKLES SANDWICH SHOP,2012-06-25,111,Hot and cold water available,,"{'human_address': '{""address"": ""37 67659730"", ""city"": """", ""state"": """", ""zip"": """"}'}","3059 HOPYARD RD #I PLEASANTON, CA 94566",,"37 40m 38.6454s N, 121 53m 46.1216s W",PLEASANTON
360,MR PIZZA MAN,2013-03-22,111,Impoundment,g,"{'human_address': '{""address"": ""37 80396285"", ""city"": """", ""state"": """", ""zip"": """"}'}","500 12TH ST #131 OAKLAND, CA 94607",,,OAKLAND
361,MUSIC CAFE,2016-12-23,111,Nonfood-contact surfaces clean,,"{'human_address': '{""address"": ""37 79943213"", ""city"": """", ""state"": """", ""zip"": """"}'}","251 9TH ST OAKLAND, CA 94607",,"37 47m 56.5438s N, 122 16m 8.0843s W",OAKLAND
362,MY THO VIETNAMESE RESTAURANT,2017-02-27,111,Proper cooling methods,g,"{'human_address': '{""address"": ""37 52331151"", ""city"": """", ""state"": """", ""zip"": """"}'}","39127 CEDAR BLVD NEWARK, CA 94560",,"37 32m 26.8235s N, 122 1m 25.333s W",NEWARK
363,N OAKLAND COMM CHARTER SCHOOL,2016-10-13,111,Food separated and protected,g,"{'human_address': '{""address"": ""37 83264115"", ""city"": """", ""state"": """", ""zip"": """"}'}","1000 42ND ST EMERYVILLE, CA 94608",,"37 49m 59.5004s N, 122 16m 35.7791s W",EMERYVILLE
364,NASSAN MARKET,2012-09-24,111,Plan Review,g,"{'human_address': '{""address"": ""37 82481576"", ""city"": """", ""state"": """", ""zip"": """"}'}","3401 ADELINE ST OAKLAND, CA 94608",,"37 49m 32.3652s N, 122 16m 49.8684s W",OAKLAND
365,NATION'S GIANT HAMBURGER #20,2015-01-22,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 72423166"", ""city"": """", ""state"": """", ""zip"": """"}'}","1335 WASHINGTON AVE SAN LEANDRO, CA 94577",,"37 43m 28.0477s N, 122 9m 22.1947s W",SAN LEANDRO
366,NATION'S GIANT HAMBURGERS,2018-06-05,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 77228893"", ""city"": """", ""state"": """", ""zip"": """"}'}","1432 WEBSTER ST ALAMEDA, CA 94501",,"37 46m 21.0958s N, 122 16m 36.419s W",ALAMEDA
367,NELLIE'S,2013-01-16,131,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 80128238"", ""city"": """", ""state"": """", ""zip"": """"}'}","1155 3RD ST OAKLAND, CA 94607",,"37 48m 3.92729s N, 122 17m 22.6435s W",OAKLAND
368,NEVERIA COSTA ALEGRE,2016-10-26,111,Equipment/Utensils - approved installed clean g,,"{'human_address': '{""address"": ""37 53889619"", ""city"": """", ""state"": """", ""zip"": """"}'}","36601 NEWARK BLVD #3 NEWARK, CA 94560",,"37 32m 18.6533s N, 122 2m 1.13928s W",NEWARK
369,NEVERIA OASIS,2016-11-29,111,Plumbing proper backflow devices,g,"{'human_address': '{""address"": ""37 68258510"", ""city"": """", ""state"": """", ""zip"": """"}'}","22620 VERMONT ST HAYWARD, CA 94541",,"37 40m 58.3488s N, 122 3m 52.6095s W",HAYWARD
370,NEW BURGER ROAD,2013-04-11,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 64636464"", ""city"": """", ""state"": """", ""zip"": """"}'}","2010 AMERICAN AVE HAYWARD, CA 94545",,"37 38m 46.8406s N, 122 7m 13.3909s W",HAYWARD
371,NEW DRAGON BUFFET,2013-10-31,111,Nonfood-contact surfaces clean,y,"{'human_address': '{""address"": ""37 70504360"", ""city"": """", ""state"": """", ""zip"": """"}'}","15073 E 14TH ST SAN LEANDRO, CA 94578",,"37 42m 16.4667s N, 122 7m 39.4928s W",SAN LEANDRO
372,NEW SANG CHONG,2014-12-18,111,Food separated and protected,y,"{'human_address': '{""address"": ""37 79938614"", ""city"": """", ""state"": """", ""zip"": """"}'}","377 8TH ST OAKLAND, CA 94607",,"37 47m 57.9353s N, 122 16m 19.4419s W",OAKLAND
373,NEW TUNG KEE NOODLE HOUSE,2015-09-03,111,Proper hot and cold holding temperatures,g,"{'human_address': '{""address"": ""37 52369251"", ""city"": """", ""state"": """", ""zip"": """"}'}","39029 CEDAR BLVD NEWARK, CA 94560",,"37 32m 26.8235s N, 122 1m 25.333s W",NEWARK
374,NEW VENUS CAFE,2015-04-23,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 54763456"", ""city"": """", ""state"": """", ""zip"": """"}'}","6267 JARVIS AVE NEWARK, CA 94560",,"37 32m 53.0595s N, 122 3m 4.70046s W",NEWARK
375,NEWARK CAFE,2016-07-27,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 54962539"", ""city"": """", ""state"": """", ""zip"": """"}'}","35201 NEWARK BLVD #A NEWARK, CA 94560",,"37 32m 10.2894s N, 122 1m 44.8885s W",NEWARK
376,NEWARK FISH MARKET,2012-05-02,111,Nonfood-contact surfaces clean,,"{'human_address': '{""address"": ""37 53889124"", ""city"": """", ""state"": """", ""zip"": """"}'}","36601 NEWARK BLVD #3 NEWARK, CA 94560",,"37 32m 18.6533s N, 122 2m 1.13928s W",NEWARK
377,NILES DONUTS,2016-07-15,111,Plumbing proper backflow devices,g,"{'human_address': '{""address"": ""37 57677566"", ""city"": """", ""state"": """", ""zip"": """"}'}","38003 MISSION BLVD A FREMONT, CA 94536",,"37 34m 35.1201s N, 121 58m 17.3958s W",FREMONT
378,NINNA,2019-04-26,111,Plan Review,g,"{'human_address': '{""address"": ""37 82627749"", ""city"": """", ""state"": """", ""zip"": """"}'}","4066 PIEDMONT AVE OAKLAND, CA 94611",,"37 49m 34.3609s N, 122 15m 9.45622s W",OAKLAND
379,NK QUICKSERVE,2017-03-14,131,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 73632768"", ""city"": """", ""state"": """", ""zip"": """"}'}","111 E 14TH ST SAN LEANDRO, CA 94577",,"37 43m 48.8568s N, 122 9m 36.0432s W",SAN LEANDRO
380,NYC BUFFET,2015-09-02,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 77343719"", ""city"": """", ""state"": """", ""zip"": """"}'}","4108 INTERNATIONAL BLVD OAKLAND, CA 94601",,"37 46m 23.9452s N, 122 12m 59.641s W",OAKLAND
381,OAK KAO,2017-10-18,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 84189343"", ""city"": """", ""state"": """", ""zip"": """"}'}","5849 SAN PABLO AVE OAKLAND, CA 94608",,"37 50m 38.648s N, 122 17m 2.45616s W",OAKLAND
382,OAK TREE GROCERY,2014-11-19,111,Plan Review,g,"{'human_address': '{""address"": ""37 78165267"", ""city"": """", ""state"": """", ""zip"": """"}'}","1601 28TH AVE OAKLAND, CA 94601",,"37 46m 53.8896s N, 122 13m 42.1536s W",OAKLAND
383,OAKLAND MARRIOT HOTEL CITY CENTER,2012-10-31,111,Impoundment,g,"{'human_address': '{""address"": ""37 80127758"", ""city"": """", ""state"": """", ""zip"": """"}'}","1001 BROADWAY OAKLAND, CA 94607",,"37 48m 6.81732s N, 122 16m 22.8407s W",OAKLAND
384,OAKLAND MILITARY INSTITUTE,2012-06-04,111,Consumer self service,,"{'human_address': '{""address"": ""37 82944134"", ""city"": """", ""state"": """", ""zip"": """"}'}","3877 LUSK ST OAKLAND, CA 94608",,"37 49m 45.7056s N, 122 16m 20.7938s W",OAKLAND
385,OAKLAND MINI MARKET,2015-06-09,111,Plumbing proper backflow devices,g,"{'human_address': '{""address"": ""37 80589519"", ""city"": """", ""state"": """", ""zip"": """"}'}","378 17TH ST OAKLAND, CA 94612",,"37 48m 21.7536s N, 122 16m 4.66525s W",OAKLAND
386,OAKLAND SCOTTISH RITE CENTER,2018-10-09,111,Plan Review,g,"{'human_address': '{""address"": ""37 80306489"", ""city"": """", ""state"": """", ""zip"": """"}'}","1547 LAKESIDE DR OAKLAND, CA 94612",,"37 48m 5.4342s N, 122 15m 45.5558s W",OAKLAND
387,OHANA HAWAIIAN BBQ,2015-02-13,111,Food contact surfaces: clean and sanitized,,"{'human_address': '{""address"": ""37 49945330"", ""city"": """", ""state"": """", ""zip"": """"}'}","43566 CHRISTY ST FREMONT, CA 94538",,"37 30m 22.4406s N, 121 58m 21.0101s W",FREMONT
388,OHANA HAWAIIAN BBQ,2019-03-07,111,Impoundment,g,"{'human_address': '{""address"": ""37 49945330"", ""city"": """", ""state"": """", ""zip"": """"}'}","43566 CHRISTY ST FREMONT, CA 94538",,"37 30m 22.4406s N, 121 58m 21.0101s W",FREMONT
389,ORANGE TREE FROZEN YOGURT,2019-04-02,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 52835111"", ""city"": """", ""state"": """", ""zip"": """"}'}","2086 NEWPARK MALL #1060 NEWARK, CA 94560",,,NEWARK
390,ORLANDO MARKET,2017-04-14,111,Wiping cloths: properly used and stored,g,"{'human_address': '{""address"": ""37 82135694"", ""city"": """", ""state"": """", ""zip"": """"}'}","2940 LINDEN ST OAKLAND, CA 94608",,"37 49m 15.9457s N, 122 16m 46.4144s W",OAKLAND
391,OSAKA RAMEN,2013-12-18,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 70561614"", ""city"": """", ""state"": """", ""zip"": """"}'}","4288 DUBLIN BLVD 118 DUBLIN, CA 94568",,,DUBLIN
392,O'SULLIVAN'S SPORTS BAR,2016-12-05,111,Plan Review,y,"{'human_address': '{""address"": ""37 54047063"", ""city"": """", ""state"": """", ""zip"": """"}'}","5660 THORNTON AVE NEWARK, CA 94560",,"37 32m 23.8052s N, 122 1m 40.5466s W",NEWARK
393,OVERLAND,2017-07-05,111,Proper cooling methods,y,"{'human_address': '{""address"": ""37 79527851"", ""city"": """", ""state"": """", ""zip"": """"}'}","101 BROADWAY OAKLAND, CA 94607",,"37 47m 44.1794s N, 122 16m 36.9372s W",OAKLAND
394,P J'S BAGELS,2012-11-05,111,Food separated and protected,g,"{'human_address': '{""address"": ""37 55368546"", ""city"": """", ""state"": """", ""zip"": """"}'}","38990 PASEO PADRE PKWY #B FREMONT, CA 94538",,"37 33m 14.1538s N, 121 58m 51.8347s W",FREMONT
395,PACIFIC DRAGON BUFFET,2016-09-28,111,Impoundment,y,"{'human_address': '{""address"": ""37 70504856"", ""city"": """", ""state"": """", ""zip"": """"}'}","15073 E 14TH ST SAN LEANDRO, CA 94578",,"37 42m 16.4667s N, 122 7m 39.4928s W",SAN LEANDRO
396,PALATINO,2015-04-29,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 54026175"", ""city"": """", ""state"": """", ""zip"": """"}'}","5696 THORNTON AVE NEWARK, CA 94560",,"37 32m 23.7936s N, 122 1m 40.556s W",NEWARK
397,PAL'S PIZZA & GRILL,2019-01-07,111,Plan Review,g,"{'human_address': '{""address"": ""37 53784887"", ""city"": """", ""state"": """", ""zip"": """"}'}","5480 CENTRAL AVE NEWARK, CA 94560",,"37 31m 50.3371s N, 122 1m 27.494s W",NEWARK
398,PANADERIA EL PUEBLO #3,2014-10-16,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 73003702"", ""city"": """", ""state"": """", ""zip"": """"}'}","688 E 14TH ST SAN LEANDRO, CA 94577",,"37 43m 49.0893s N, 122 9m 36.898s W",SAN LEANDRO
399,PAPA MURPHY'S PIZZA,2013-02-06,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 69116183"", ""city"": """", ""state"": """", ""zip"": """"}'}","2002 PORTOLA AVE #E LIVERMORE, CA 94550",,"37 41m 28.6495s N, 121 46m 28.374s W",LIVERMORE
400,PAPA MURPHY'S,2015-12-09,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 53421733"", ""city"": """", ""state"": """", ""zip"": """"}'}","5176 MOWRY AVE FREMONT, CA 94538",,"37 32m 4.69471s N, 121 59m 59.235s W",FREMONT
401,PAPA PANCHO'S TAQUERIA,2019-07-17,111,Proper cooling methods,g,"{'human_address': '{""address"": ""37 68162343"", ""city"": """", ""state"": """", ""zip"": """"}'}","15939 HESPERIAN BLVD SAN LORENZO, CA 94580",,"37 41m 11.4389s N, 122 7m 47.7131s W",LORENZO
402,PARAMOUNT THEATRE,2012-10-30,111,"Warewashing facilities: installed, maintained, use",g,"{'human_address': '{""address"": ""37 80930109"", ""city"": """", ""state"": """", ""zip"": """"}'}","2025 BROADWAY OAKLAND, CA 94612",,"37 48m 35.5261s N, 122 16m 7.20122s W",OAKLAND
403,PARLOUR,2018-09-17,111,Food separated and protected,g,"{'human_address': '{""address"": ""37 80687206"", ""city"": """", ""state"": """", ""zip"": """"}'}","357 19TH ST OAKLAND, CA 94612",,"37 48m 24.6913s N, 122 16m 1.46892s W",OAKLAND
404,PEACH GARDEN,2018-01-30,131,"No rodents, insects, birds, or animals",g,"{'human_address': '{""address"": ""37 51944254"", ""city"": """", ""state"": """", ""zip"": """"}'}","5862 MOWRY SCHOOL RD NEWARK, CA 94560",,"37 31m 10.8055s N, 121 59m 34.2503s W",NEWARK
405,PEACOCK INDIAN CUISINE,2015-11-02,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 70391110"", ""city"": """", ""state"": """", ""zip"": """"}'}","6608 DUBLIN BLVD DUBLIN, CA 94568",,"37 42m 20.5852s N, 121 52m 27.8256s W",DUBLIN
406,PEARL BAY TEA HOUSE,2016-09-29,131,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 69828227"", ""city"": """", ""state"": """", ""zip"": """"}'}","13762 DOOLITTLE DR SAN LEANDRO, CA 94577",,"37 41m 57.0008s N, 122 10m 34.4254s W",SAN LEANDRO
407,PEERLESS COFFEE,2015-08-24,111,Plan Review,g,"{'human_address': '{""address"": ""37 79359597"", ""city"": """", ""state"": """", ""zip"": """"}'}","260 OAK ST OAKLAND, CA 94607",,"37 47m 35.3681s N, 122 16m 2.46216s W",OAKLAND
408,PEET'S COFFEE & TEA,2018-07-31,111,Impoundment,g,"{'human_address': '{""address"": ""37 72696183"", ""city"": """", ""state"": """", ""zip"": """"}'}","2001 HARBOR BAY PKWY ALAMEDA, CA 94502",,"37 43m 38.64s N, 122 14m 46.4519s W",ALAMEDA
409,PENROSE,2015-11-19,111,Wiping cloths: properly used and stored,g,"{'human_address': '{""address"": ""37 81334967"", ""city"": """", ""state"": """", ""zip"": """"}'}","3307 GRAND AVE OAKLAND, CA 94608",,"37 48m 34.5294s N, 122 15m 32.4976s W",OAKLAND
410,PHO 84,2017-08-18,111,Proper cooling methods,g,"{'human_address': '{""address"": ""37 80579014"", ""city"": """", ""state"": """", ""zip"": """"}'}","354 17TH ST OAKLAND, CA 94612",,"37 48m 25.6104s N, 122 16m 19.722s W",OAKLAND
411,FAT FISH,2014-06-03,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 69693407"", ""city"": """", ""state"": """", ""zip"": """"}'}","3657 OLD SANTA RITA RD #A PLEASANTON, CA 94588",,"37 41m 47.9351s N, 121 52m 42.8399s W",PLEASANTON
412,GINZA RESTAURANT,2015-07-01,111,Signs posted last inspection report available,y,"{'human_address': '{""address"": ""37 79665303"", ""city"": """", ""state"": """", ""zip"": """"}'}","303 BROADWAY OAKLAND, CA 94607",,"37 47m 48.5186s N, 122 16m 33.9692s W",OAKLAND
413,PHO HOA NOODLE SOUP,2012-06-28,111,Food separated and protected,,"{'human_address': '{""address"": ""37 65761736"", ""city"": """", ""state"": """", ""zip"": """"}'}","201 MAIN ST #E PLEASANTON, CA 94566",,"37 39m 42.9214s N, 121 52m 30.6282s W",PLEASANTON
414,PILL HILL DELI,2012-09-17,111,Impoundment,y,"{'human_address': '{""address"": ""37 81919142"", ""city"": """", ""state"": """", ""zip"": """"}'}","400 30TH ST OAKLAND, CA 94609",,"37 49m 8.8464s N, 122 15m 53.3376s W",OAKLAND
415,EDEN AREA ROP,2016-10-24,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 63894994"", ""city"": """", ""state"": """", ""zip"": """"}'}","26316 HESPERIAN BLVD HAYWARD, CA 94545",,"37 38m 19.1926s N, 122 6m 1.68588s W",HAYWARD
416,PIZZA GUYS #151,2013-11-21,111,Permits Available,r,"{'human_address': '{""address"": ""37 71903711"", ""city"": """", ""state"": """", ""zip"": """"}'}","1545 N VASCO RD LIVERMORE, CA 94551",,"37 43m 5.84s N, 121 43m 26.9038s W",LIVERMORE
417,PIZZA GUYS #151,2017-08-23,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 71904210"", ""city"": """", ""state"": """", ""zip"": """"}'}","1545 N VASCO RD LIVERMORE, CA 94551",,"37 43m 5.84s N, 121 43m 26.9038s W",LIVERMORE
418,PLEASANTON COAST STATION,2018-09-07,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 66268515"", ""city"": """", ""state"": """", ""zip"": """"}'}","707 MAIN ST PLEASANTON, CA 94566",,"37 39m 45.78s N, 121 52m 29.922s W",PLEASANTON
419,EL GRULLENSE #2 (REST),2018-04-06,111,Food separated and protected,y,"{'human_address': '{""address"": ""37 77923496"", ""city"": """", ""state"": """", ""zip"": """"}'}","1457 FRUITVALE AVE OAKLAND, CA 94601",,"37 46m 42.6823s N, 122 13m 32.0294s W",OAKLAND
420,GIANT'S LIQUORS,2017-02-15,111,Nonfood-contact surfaces clean,y,"{'human_address': '{""address"": ""37 76776208"", ""city"": """", ""state"": """", ""zip"": """"}'}","7629 MACARTHUR BLVD OAKLAND, CA 94605",,"37 44m 54.9172s N, 122 9m 28.8259s W",OAKLAND
421,PRETTY LADY RESTAURANT,2017-04-05,111,Proper cooling methods,y,"{'human_address': '{""address"": ""37 81384596"", ""city"": """", ""state"": """", ""zip"": """"}'}","1733 PERALTA ST OAKLAND, CA 94607",,"37 48m 49.3778s N, 122 17m 32.2425s W",OAKLAND
422,FOOD MAXX #406,2017-04-27,111,"No rodents, insects, birds, or animals",g,"{'human_address': '{""address"": ""37 63514251"", ""city"": """", ""state"": """", ""zip"": """"}'}","27300 HESPERIAN BLVD HAYWARD, CA 94545",,"37 37m 54.2273s N, 122 5m 49.8788s W",HAYWARD
423,FU LAM MOON SEAFOOD RESTAURANT,2013-10-23,111,Proper cooling methods,r,"{'human_address': '{""address"": ""37 51947700"", ""city"": """", ""state"": """", ""zip"": """"}'}","40460 ALBRAE ST FREMONT, CA 94538",,"37 31m 14.3224s N, 121 59m 18.4906s W",FREMONT
424,PUPUSERIA LUPITA,2017-05-02,131,Food separated and protected,g,"{'human_address': '{""address"": ""37 78322460"", ""city"": """", ""state"": """", ""zip"": """"}'}","3340 FOOTHILL BLVD OAKLAND, CA 94601",,"37 46m 59.1224s N, 122 13m 13.7236s W",OAKLAND
425,PURPLE ORCHID RESORT AND SPA,2015-10-29,111,Permits Available,g,"{'human_address': '{""address"": ""37 67032602"", ""city"": """", ""state"": """", ""zip"": """"}'}","4549 CROSS RD LIVERMORE, CA 94550",,"37 40m 26.9389s N, 121 46m 26.8414s W",LIVERMORE
426,GETA,2015-10-09,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 82681502"", ""city"": """", ""state"": """", ""zip"": """"}'}","165 41ST ST OAKLAND, CA 94611",,"37 49m 35.6801s N, 122 15m 10.6366s W",OAKLAND
427,QUICKLY,2017-12-28,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 64316000"", ""city"": """", ""state"": """", ""zip"": """"}'}","25034 HESPERIAN BLVD HAYWARD, CA 94545",,"37 38m 21.0037s N, 122 6m 6.12144s W",HAYWARD
428,QUICKLY,2012-09-25,111,Nonfood-contact surfaces clean,g,"{'human_address': '{""address"": ""37 76421593"", ""city"": """", ""state"": """", ""zip"": """"}'}","1431 PARK ST #A ALAMEDA, CA 94501",,"37 45m 52.5386s N, 122 14m 33.3371s W",ALAMEDA
429,DIMOND CAFE,2016-04-21,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 79967919"", ""city"": """", ""state"": """", ""zip"": """"}'}","3430 FRUITVALE AVE OAKLAND, CA 94602",,"37 47m 59.2951s N, 122 12m 58.3218s W",OAKLAND
430,DAVIS PLAZA MARKET,2017-05-08,111,"No rodents, insects, birds, or animals",g,"{'human_address': '{""address"": ""37 72146577"", ""city"": """", ""state"": """", ""zip"": """"}'}","1288 DAVIS ST SAN LEANDRO, CA 94577",,"37 43m 16.8136s N, 122 10m 12.5683s W",SAN LEANDRO
431,E & F MARKET,2013-04-30,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 79916247"", ""city"": """", ""state"": """", ""zip"": """"}'}","333 8TH ST OAKLAND, CA 94607",,"37 47m 56.4446s N, 122 16m 15.6249s W",OAKLAND
432,R PLACE,2018-09-17,111,Permit Suspension,r,"{'latitude': '40.305326', 'longitude': '-111.752805', 'human_address': '{""address"": ""37 68460275"", ""city"": """", ""state"": """", ""zip"": """"}'}","2562 OLD 1ST ST LIVERMORE, CA 94550",11226,"37 41m 3.73595s N, 121 45m 57.0092s W",LIVERMORE
433,RADIO BAR,2012-11-07,111,Food separated and protected,g,"{'human_address': '{""address"": ""37 80312608"", ""city"": """", ""state"": """", ""zip"": """"}'}","435 13TH ST OAKLAND, CA 94612",,"37 48m 12.037s N, 122 16m 16.604s W",OAKLAND
434,DENICA'S,2017-04-24,111,Food contact surfaces: clean and sanitized,g,"{'human_address': '{""address"": ""37 70807209"", ""city"": """", ""state"": """", ""zip"": """"}'}","6058 DOUGHERTY RD DUBLIN, CA 94568",,"37 42m 32.8793s N, 121 54m 37.3116s W",DUBLIN
435,EL TAQUITO,2019-08-15,111,Sewage and wastewater properly disposed,g,"{'human_address': '{""address"": ""37 67438506"", ""city"": """", ""state"": """", ""zip"": """"}'}","22354 MISSION BLVD HAYWARD, CA 94541",,"37 40m 27.1452s N, 122 5m 10.3173s W",HAYWARD
436,RANCHO MARKET,2019-01-09,111,Hot and cold water available,y,"{'human_address': '{""address"": ""37 78215737"", ""city"": """", ""state"": """", ""zip"": """"}'}","1950 FRUITVALE AVE OAKLAND, CA 94601",,"37 47m 0.00811125s N, 122 13m 22.1316s W",OAKLAND
437,FOOTHILL CHEVRON,2015-06-10,111,Plumbing proper backflow devices,g,"{'human_address': '{""address"": ""37 68389245"", ""city"": """", ""state"": """", ""zip"": """"}'}","21501 FOOTHILL BLVD HAYWARD, CA 94541",,"37 41m 0.4452s N, 122 5m 24.4896s W",HAYWARD
438,DOLLAR AND OVER STORE,2014-07-17,111,Hot and cold water available,g,"{'human_address': '{""address"": ""37 67619361"", ""city"": """", ""state"": """", ""zip"": """"}'}","40 BLOSSOM WAY HAYWARD, CA 94541",,"37 40m 31.0443s N, 122 6m 40.2873s W",HAYWARD
439,EL SENOR BURRITO,2018-05-03,111,Food separated and protected,y,"{'human_address': '{""address"": ""37 76787033"", ""city"": """", ""state"": """", ""zip"": """"}'}","720 HIGH ST OAKLAND, CA 94601",,"37 46m 6.66336s N, 122 13m 9.68628s W",OAKLAND
